Listagem dos Municípios portugueses: websites e histórico de versões no Arquivo.pt - 15-06-2021,,,,,,,,,,,,,,,,
"Fonte: Associação Nacional de Municípios Portugueses, Portal Autárquico – Direção-Geral das Autarquias Locais",,,,,,,,,,,,,,,,
Distrito,Município,Endereço (URL) do Website - online na Web,"URL - endereço para histórico
 de versões no Arquivo.pt","Município com link para histórico de
versões no Arquivo.pt ",Municípios no Facebook (geralmente fora do âmbito das recolhas do Arquivo.pt),,,,,,,,,,,
VIANA DO CASTELO,Monção,http://www.cm-moncao.pt,https://arquivo.pt/wayback/http://www.cm-moncao.pt,Monção,https://www.facebook.com/municipiodemoncao/,,,,,,,,,,,
VIANA DO CASTELO,Paredes de Coura,http://www.cm-paredes-coura.pt,https://arquivo.pt/wayback/http://www.cm-paredes-coura.pt,Paredes de Coura,https://www.facebook.com/municipioparedesdecoura/,,,,,,,,,,,
VIANA DO CASTELO,Ponte da Barca,http://www.cmpb.pt,https://arquivo.pt/wayback/http://www.cmpb.pt,Ponte da Barca,https://www.facebook.com/cmpbarca/,,,,,,,,,,,
VIANA DO CASTELO,Ponte de Lima,http://www.cm-pontedelima.pt,https://arquivo.pt/wayback/http://www.cm-pontedelima.pt,Ponte de Lima,https://www.facebook.com/municipiopontedelima/,,,,,,,,,,,
VIANA DO CASTELO,Valença,http://www.cm-valenca.pt,https://arquivo.pt/wayback/http://www.cm-valenca.pt,Valença,https://www.facebook.com/municipiodevalenca/,,,,,,,,,,,
VIANA DO CASTELO,Viana do Castelo,http://www.cm-viana-castelo.pt,https://arquivo.pt/wayback/http://www.cm-viana-castelo.pt,Viana do Castelo,https://www.facebook.com/gabinete.deimprensa/,,,,,,,,,,,
VIANA DO CASTELO,Vila Nova de Cerveira,http://www.cm-vncerveira.pt,https://arquivo.pt/wayback/http://www.cm-vncerveira.pt,Vila Nova de Cerveira,https://www.facebook.com/VilaNovaDeCerveira/,,,,,,,,,,,
VILA REAL,Alijó,http://www.cm-alijo.pt,https://arquivo.pt/wayback/http://www.cm-alijo.pt,Alijó,https://www.facebook.com/municipioalijo/,,,,,,,,,,,
VILA REAL,Boticas,http://www.cm-boticas.pt,https://arquivo.pt/wayback/http://www.cm-boticas.pt,Boticas,https://www.facebook.com/boticas/,,,,,,,,,,,
VILA REAL,Chaves,http://www.chaves.pt,https://arquivo.pt/wayback/http://www.chaves.pt,Chaves,https://www.facebook.com/municipiodechaves/,,,,,,,,,,,
VILA REAL,Mondim de Basto,http://www.cm-mondimdebasto.pt,https://arquivo.pt/wayback/http://www.cm-mondimdebasto.pt,Mondim de Basto,https://www.facebook.com/mondimdebasto.municipio/,,,,,,,,,,,
VILA REAL,Montalegre,http://www.cm-montalegre.pt,https://arquivo.pt/wayback/http://www.cm-montalegre.pt,Montalegre,https://www.facebook.com/MunicipioMontalegre/,,,,,,,,,,,
VILA REAL,Murça,http://www.cm-murca.pt,https://arquivo.pt/wayback/http://www.cm-murca.pt,Murça,https://www.facebook.com/cmmurca.pt/,,,,,,,,,,,
VILA REAL,Peso da Régua,http://www.cm-pesoregua.pt,https://arquivo.pt/wayback/http://www.cm-pesoregua.pt,Peso da Régua,https://www.facebook.com/MunicipioPesodaRegua/,,,,,,,,,,,
VILA REAL,Ribeira de Pena,http://www.cm-rpena.pt,https://arquivo.pt/wayback/http://www.cm-rpena.pt,Ribeira de Pena,https://www.facebook.com/municipioderibeiradepena/,,,,,,,,,,,
VILA REAL,Sabrosa,http://www.cm-sabrosa.pt,https://arquivo.pt/wayback/http://www.cm-sabrosa.pt,Sabrosa,https://www.facebook.com/municipiosabrosa/,,,,,,,,,,,
VILA REAL,Santa Marta de Penaguião,http://www.cm-smpenaguiao.pt,https://arquivo.pt/wayback/http://www.cm-smpenaguiao.pt,Santa Marta de Penaguião,https://www.facebook.com/santamartapenaguiao/,,,,,,,,,,,
VILA REAL,Valpaços,http://www.valpacos.pt,https://arquivo.pt/wayback/http://www.valpacos.pt,Valpaços,https://www.facebook.com/municipiodevalpacos/,,,,,,,,,,,
VILA REAL,Vila Pouca de Aguiar,http://www.cm-vpaguiar.pt,https://arquivo.pt/wayback/http://www.cm-vpaguiar.pt,Vila Pouca de Aguiar,https://www.facebook.com/municipiodevilapoucadeaguiar/,,,,,,,,,,,
VILA REAL,Vila Real,http://www.cm-vilareal.pt,https://arquivo.pt/wayback/http://www.cm-vilareal.pt,Vila Real,https://www.facebook.com/municipiovilareal/,,,,,,,,,,,
VISEU,Armamar,http://www.cm-armamar.pt,https://arquivo.pt/wayback/http://www.cm-armamar.pt,Armamar,https://www.facebook.com/armamarterradeemocoes/,,,,,,,,,,,
VISEU,Carregal do Sal,http://www.carregal-digital.pt,https://arquivo.pt/wayback/http://www.carregal-digital.pt,Carregal do Sal,https://www.facebook.com/CMCarregal/,,,,,,,,,,,
VISEU,Castro Daire,http://www.cm-castrodaire.pt,https://arquivo.pt/wayback/http://www.cm-castrodaire.pt,Castro Daire,https://www.facebook.com/MunicipioCDR/,,,,,,,,,,,
VISEU,Cinfães,http://www.cm-cinfaes.pt,https://arquivo.pt/wayback/http://www.cm-cinfaes.pt,Cinfães,https://www.facebook.com/cmcinfaes/,,,,,,,,,,,
VISEU,Lamego,http://www.cm-lamego.pt,https://arquivo.pt/wayback/http://www.cm-lamego.pt,Lamego,https://www.facebook.com/Município-de-Lamego-296667217098588/,,,,,,,,,,,
VISEU,Mangualde,http://www.cmmangualde.pt,https://arquivo.pt/wayback/http://www.cmmangualde.pt,Mangualde,https://www.facebook.com/municipiomangualde/,,,,,,,,,,,
VISEU,Moimenta da Beira,http://www.cm-moimenta.pt,https://arquivo.pt/wayback/http://www.cm-moimenta.pt,Moimenta da Beira,,,,,,,,,,,,
VISEU,Mortágua,http://www.cm-mortagua.pt,https://arquivo.pt/wayback/http://www.cm-mortagua.pt,Mortágua,https://www.facebook.com/Município-de-Mortágua-266947950139590/,,,,,,,,,,,
VISEU,Nelas,http://www.cm-nelas.pt,https://arquivo.pt/wayback/http://www.cm-nelas.pt,Nelas,https://www.facebook.com/municipio.nelas/,,,,,,,,,,,
VISEU,Oliveira de Frades,http://www.cm-ofrades.com,https://arquivo.pt/wayback/http://www.cm-ofrades.com,Oliveira de Frades,https://www.facebook.com/Município-de-Oliveira-de-Frades-212041222283899/,,,,,,,,,,,
VISEU,Penalva do Castelo,http://www.cm-penalvadocastelo.pt/,https://arquivo.pt/wayback/http://www.cm-penalvadocastelo.pt/,Penalva do Castelo,,,,,,,,,,,,
VISEU,Penedono,http://www.cm-penedono.pt,https://arquivo.pt/wayback/http://www.cm-penedono.pt,Penedono,https://www.facebook.com/municipio.penedono/,,,,,,,,,,,
VISEU,Resende,http://www.cm-resende.pt,https://arquivo.pt/wayback/http://www.cm-resende.pt,Resende,https://www.facebook.com/camaraderesende/,,,,,,,,,,,
VISEU,Santa Comba Dão,http://www.cm-santacombadao.pt,https://arquivo.pt/wayback/http://www.cm-santacombadao.pt,Santa Comba Dão,https://www.facebook.com/cmscdao/,,,,,,,,,,,
VISEU,São João da Pesqueira,http://www.sjpesqueira.pt,https://arquivo.pt/wayback/http://www.sjpesqueira.pt,São João da Pesqueira,https://www.facebook.com/sjpesqueira/,,,,,,,,,,,
VISEU,São Pedro do Sul,http://www.cm-spsul.pt,https://arquivo.pt/wayback/http://www.cm-spsul.pt,São Pedro do Sul,https://www.facebook.com/cmspsul/,,,,,,,,,,,
VISEU,Sátão,http://www.cm-satao.pt,https://arquivo.pt/wayback/http://www.cm-satao.pt,Sátão,https://www.facebook.com/municipio.de.satao/,,,,,,,,,,,
VISEU,Sernancelhe,http://www.cm-sernancelhe.pt,https://arquivo.pt/wayback/http://www.cm-sernancelhe.pt,Sernancelhe,,,,,,,,,,,,
VISEU,Tabuaço,http://www.cm-tabuaco.pt,https://arquivo.pt/wayback/http://www.cm-tabuaco.pt,Tabuaço,https://www.facebook.com/CMTabuaco/,,,,,,,,,,,
VISEU,Tarouca,http://www.cm-tarouca.pt,https://arquivo.pt/wayback/http://www.cm-tarouca.pt,Tarouca,https://www.facebook.com/municipiodetarouca/,,,,,,,,,,,
VISEU,Tondela,http://www.cm-tondela.pt,https://arquivo.pt/wayback/http://www.cm-tondela.pt,Tondela,https://www.facebook.com/municipiodetondela/,,,,,,,,,,,
VISEU,Vila Nova de Paiva,http://www.cm-vnpaiva.pt,https://arquivo.pt/wayback/http://www.cm-vnpaiva.pt,Vila Nova de Paiva,https://www.facebook.com/mvnpaiva/,,,,,,,,,,,
VISEU,Viseu,http://www.cm-viseu.pt,https://arquivo.pt/wayback/http://www.cm-viseu.pt,Viseu,https://www.facebook.com/municipioviseu/,,,,,,,,,,,
VISEU,Vouzela,http://www.cm-vouzela.pt,https://arquivo.pt/wayback/http://www.cm-vouzela.pt,Vouzela,https://www.facebook.com/cmvouzela/,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
